NTD ID;Legacy NTD ID;Agency Name;Reporter Acronym;Doing Business As;Reporter Type;Reporting Module;Organization Type;Reported By NTD ID;Reported by Name;Subrecipient Type;FY End Date;Original Due Date;Address Line 1;Address Line 2;P.O. Box;City;State;Zip Code;Zip Code Ext;Region;URL;FTA Recipient ID;DUNS Number;Service Area Sq Miles;Service Area Pop;Primary UZA;UZA Name;Tribal Area Name;Population;Density;Sq Miles;VOMS DO;VOMS PT;Total VOMS;Volunteer Drivers;Personal Vehicles;TAM Tier;Number of State Counties;Number of Counties with Service; State Admin Funds Expended 
9R02-91035;9R02-022;Trinity County;TCDOT;;Rural Reporter;Rural;City, County or Local Government Unit or Department of Transportation;9R02;California Department of Transportation;Rural General Public Transit;30/06/2020;31/10/2020;31301 State Hwy 3;;2490;Weaverville;CA;96093;000;9;"http://www.trinitycounty.org/			";;883965394;;;;;;;;;4;;4;;;Tier II;;;  
9R02-91036;9R02-016;Humboldt Transit Authority;HTA;;Rural Reporter;Rural;Independent Public Agency or Authority of Transit Service;9R02;California Department of Transportation;Rural General Public Transit;30/06/2020;31/10/2020;133 V St;;;Eureka;CA;95501;0844;9;http://www.hta.org/;;050506997;;;;;;;;;14;;14;;;Tier II;;;  
9R02-91038;9R02-052;Sierra County Transportation Commission;SCTC;;Rural Reporter;Rural;City, County or Local Government Unit or Department of Transportation;9R02;California Department of Transportation;Rural General Public Transit;30/06/2020;31/10/2020;101 Courthouse Sq;;98;Downieville;CA;95936;;9;http://sierracounty.ca.gov/;;040482804;;;;;;;;;4;;4;;;Tier II;;;  
9R02-91040;9R02-060;City of Dinuba;;;Rural Reporter;Rural;City, County or Local Government Unit or Department of Transportation;9R02;California Department of Transportation;Rural General Public Transit;30/06/2020;31/10/2020;405 E El Monte Way;;;Dinuba;CA;93618;1612;9;http://www.dinuba.org/;;037866233;;;;;;;;;;5;5;;;Tier II;;;  
9R02-91041;9R02-006;City of Dixon ;;Readi-Ride;Rural Reporter;Rural;City, County or Local Government Unit or Department of Transportation;9R02;California Department of Transportation;Rural General Public Transit;30/06/2020;31/10/2020;201 A;;;Dixon;CA;95620;3429;9;http://www.ci.dixon.ca.us/;;619720584;;;;;;;;;9;;9;;;Tier II;;;  
9R02-91043;9R02-042;City of Guadalupe;;;Rural Reporter;Rural;City, County or Local Government Unit or Department of Transportation;9R02;California Department of Transportation;Rural General Public Transit;30/06/2020;31/10/2020;918 Obispo St;;;Guadalupe;CA;93434;1458;9;http://www.ci.guadalupe.ca.us/;;137572322;;;;;;;;;;3;3;;;Tier II;;;  
9R02-91047;9R02-047;Mendocino Transit Authority;;;Rural Reporter;Rural;Independent Public Agency or Authority of Transit Service;9R02;California Department of Transportation;Rural General Public Transit;30/06/2020;31/10/2020;241 Plant Rd;;;Ukiah;CA;95482;6944;9;http://www.mendocinotransit.org;;084524222;;;;;;;;;24;;24;;;Tier II;;;  
9R02-91048;9R02-017;County of Siskiyou;STAGE;Siskiyou County Transit;Rural Reporter;Rural;City, County or Local Government Unit or Department of Transportation;9R02;California Department of Transportation;Rural General Public Transit;30/06/2020;31/10/2020;190 Greenhorn Road;;;Yreka;CA;96097;9679;9;http://www.co.siskiyou.ca.us/;;078839100;;;;;;;;;9;;9;;;Tier II;;;  
9R02-91053;9R02-001;Lake Transit Authority;LTA;;Rural Reporter;Rural;Independent Public Agency or Authority of Transit Service;9R02;California Department of Transportation;Rural General Public Transit;30/06/2020;31/10/2020;9240 Hwy 53;;;Lower Lake;CA;95457;0698;9;http://laketransit.org/;;021858704;;;;;;;;;;29;29;;;Tier II;;;  
9R02-91055;9R02-008;Tulare County Area Transit;TCAT;;Rural Reporter;Rural;City, County or Local Government Unit or Department of Transportation;9R02;California Department of Transportation;Rural General Public Transit;30/06/2020;31/10/2020;5961 S Moony Blvd;;;Visalia;CA;93277;9394;9;http://tularecounty.ca.gov/county/;;168783512;;;;;;;;;;24;24;;;Tier II;;;  
9R02-91057;9R02-035;Tuolumne County Transit;TCT;;Rural Reporter;Rural;Independent Public Agency or Authority of Transit Service;9R02;California Department of Transportation;Rural General Public Transit;30/06/2020;31/10/2020;2 S Green St;;;Sonora;CA;95370;4618;9;https://www.tuolumnecountytransit.com/;;969823900;;;;;;;;;20;;20;;;Tier II;;;  
9R02-91058;9R02-004;City of Ojai;;;Rural Reporter;Rural;City, County or Local Government Unit or Department of Transportation;9R02;California Department of Transportation;Rural General Public Transit;30/06/2020;31/10/2020;401 S Ventura St;;1570;Ojai;CA;93023;3255;9;http://www.ci.ojai.ca.us/;;085921781;;;;;;;;;2;;2;;;Tier II;;;  
9R02-91059;9R02-037;Kern Regional Transit;KT;;Rural Reporter;Rural;City, County or Local Government Unit or Department of Transportation;9R02;California Department of Transportation;Rural General Public Transit;30/06/2020;31/10/2020;2700 M St Ste 400;;;Bakersfield;CA;93301;2375;9;http://kerntransit.org/;;102541443;;;;;;;;;;40;40;;;Tier II;;;  
9R02-91062;9R02-098;Eastern Sierra Transit Authority;ESTA;;Rural Reporter;Rural;Independent Public Agency or Authority of Transit Service;9R02;California Department of Transportation;Rural General Public Transit;30/06/2020;31/10/2020;;703B Airport Rd;1357;Bishop;CA;93515;1357;9;http://www.estransit.com/CMS/;;830528210;;;;;;;;;44;;44;;;Tier II;;;  
9R02-91066;9R02-010;City of Taft;TAT;Taft Area Transit;Rural Reporter;Rural;City, County or Local Government Unit or Department of Transportation;9R02;California Department of Transportation;Rural General Public Transit;30/06/2020;31/10/2020;209 E Kern St;;;Taft;CA;93268;3224;9;http://www.cityoftaft.org/pView.aspx?id=5385&catid=562;;120971288;;;;;;;;;3;;3;;;Tier II;;;  
9R02-91070;9R02-019;Yosemite Area Regional Transportation System;YARTS;;Rural Reporter;Rural;Independent Public Agency or Authority of Transit Service;9R02;California Department of Transportation;Rural General Public Transit;30/06/2020;31/10/2020;369 W 18Th St;;;Merced;CA;95340;4801;9;http://www.YARTS.com;;030965784;;;;;;;;;;10;10;;;Tier II;;;  
9R02-91071;9R02-058;City of Chowchilla;CATX;Chowchilla Area Transit ;Rural Reporter;Rural;City, County or Local Government Unit or Department of Transportation;9R02;California Department of Transportation;Rural General Public Transit;30/06/2020;31/10/2020;130 S Second St;Civic Center Plaza;;Chowchilla;CA;93610;2935;9;https://www.cityofchowchilla.org/;;004947925;;;;;;;;;2;;2;;;Tier II;;;  
9R02-91074;9R02-014;City of Tehachapi;;;Rural Reporter;Rural;City, County or Local Government Unit or Department of Transportation;9R02;California Department of Transportation;Rural General Public Transit;30/06/2020;31/10/2020;115 S Robinson St;;;Tehachapi;CA;93561;1722;9;http://www.liveuptehachapi.com/;;600986863;;;;;;;;;;2;2;;;Tier II;;;  
9R02-91078;9R02-061;City of Escalon;;eTrans;Rural Reporter;Rural;City, County or Local Government Unit or Department of Transportation;9R02;California Department of Transportation;Rural General Public Transit;30/06/2020;31/10/2020;2060 Mchenry Ave;;;Escalon;CA;95320;9484;9;http://cityofescalon.org/government/departments/transit_service;;027280366;;;;;;;;;;2;2;;;Tier II;;;  
9R02-91079;9R02-033;City of Woodlake;;;Rural Reporter;Rural;City, County or Local Government Unit or Department of Transportation;9R02;California Department of Transportation;Rural General Public Transit;30/06/2020;31/10/2020;350 N Valencia Blvd Ste 2;;;Woodlake;CA;93286;1297;9;http://www.cityofwoodlake.com/;;965822448;;;;;;;;;3;;3;;;Tier II;;;  
9R02-91082;9R02-094;Mariposa County Transit;;Mari-Go;Rural Reporter;Rural;City, County or Local Government Unit or Department of Transportation;9R02;California Department of Transportation;Rural General Public Transit;30/06/2020;31/10/2020;4639 Ben Hur Rd;;;Mariposa;CA;95338;9474;9;http://ca-mariposacounty.civicplus.com/;;623258027;;;;;;;;;8;;8;;;Tier II;;;  
9R02-91088;9R02-009;Glenn Transit Service;GTS;;Rural Reporter;Rural;Independent Public Agency or Authority of Transit Service;9R02;California Department of Transportation;Rural General Public Transit;30/06/2020;31/10/2020;777 N Colusa St;;1070;Willows;CA;95988;2211;9;https://www.countyofglenn.net/dept/public-works/public-transit-transportation/welcome;;025876124;;;;;;;;;;4;4;7;7;Tier II;;;  
9R02-91089;9R02-027;Tehama County;;;Rural Reporter;Rural;City, County or Local Government Unit or Department of Transportation;9R02;California Department of Transportation;Rural General Public Transit;30/06/2020;31/10/2020;9380 San Benito Avenue;;;Gerber;CA;96035;9702;9;http://www.taketrax.com/;;010992582;;;;;;;;;;14;14;4;4;Tier II;;;  
9R02-91090;9R02-049;Morongo Basin Transit Authority;MBTA;;Rural Reporter;Rural;Independent Public Agency or Authority of Transit Service;9R02;California Department of Transportation;Rural General Public Transit;30/06/2020;31/10/2020;62405 Verbena Rd;;;Joshua Tree;CA;92252;4034;9;http://www.mbtabus.com;;781852470;;;;;;;;;13;;13;;;Tier II;;;  
9R02-91093;9R02-068;City of Eureka ;ETS;Eureka Transit Service;Rural Reporter;Rural;City, County or Local Government Unit or Department of Transportation;9R02;California Department of Transportation;Rural General Public Transit;30/06/2020;31/10/2020;531 K St;;;Eureka;CA;95501;1146;9;http://www.ci.eureka.ca.gov;;096235445;;;;;;;;;;9;9;;;Tier II;;;  
9R02-91095;9R02-012;Nevada County Transit Services;;;Rural Reporter;Rural;City, County or Local Government Unit or Department of Transportation;9R02;California Department of Transportation;Rural General Public Transit;30/06/2020;31/10/2020;950 Maidu Ave;;;Nevada City;CA;95959;8600;9;http://www.mynevadacounty.com/nc/cda/pw/transit/Pages/Home.aspx;;010979029;;;;;;;;;7;8;15;;;Tier II;;;  
9R02-91097;9R02-002;Redwood Coast Transit Authority;RCTA;;Rural Reporter;Rural;Independent Public Agency or Authority of Transit Service;9R02;California Department of Transportation;Rural General Public Transit;30/06/2020;31/10/2020;140 Williams Dr;;;Crescent City;CA;95531;8142;9;http://www.redwoodcoasttransit.org/;;062868596;;;;;;;;;;8;8;;;Tier II;;;  
9R02-91098;9R02-021;Lassen Transit Service Agency;LTSA;;Rural Reporter;Rural;City, County or Local Government Unit or Department of Transportation;9R02;California Department of Transportation;Rural General Public Transit;30/06/2020;31/10/2020;707 Nevada St, Ste 4;;;Susanville;CA;96130;3912;9;http://lassentransportation.com/ltsa;;830494626;;;;;;;;;;5;5;;;Tier II;;;  
9R02-91101;9R02-054;Town of Truckee;TOT;;Rural Reporter;Rural;City, County or Local Government Unit or Department of Transportation;9R02;California Department of Transportation;Rural General Public Transit;30/06/2020;31/10/2020;10183 Truckee Airport Rd;;;Truckee;CA;96161;3306;9;http://www.townoftruckee.com/;;808127237;;;;;;;;;;6;6;;;Tier II;;;  
9R02-91110;9R02-024;City of McFarland;;;Rural Reporter;Rural;City, County or Local Government Unit or Department of Transportation;9R02;California Department of Transportation;Rural General Public Transit;30/06/2020;31/10/2020;401 W Kern Ave;;;Mc Farland;CA;93250;1352;9;http://www.mcfarlandcity.org;;170952766;;;;;;;;;1;;1;;;Tier II;;;  
9R02-91111;9R02-097;City of California City;;;Rural Reporter;Rural;City, County or Local Government Unit or Department of Transportation;9R02;California Department of Transportation;Rural General Public Transit;30/06/2020;31/10/2020;21000 Hacienda Blvd;;;California City;CA;93505;;9;http://www.californiacity-ca.gov/CC/;;729433616;;;;;;;;;3;;3;;;Tier II;;;  
9R02-91112;9R02-034;Colusa County Transit Agency;;;Rural Reporter;Rural;City, County or Local Government Unit or Department of Transportation;9R02;California Department of Transportation;Rural General Public Transit;30/06/2020;31/10/2020;546 Jay Street Ste 200;;;Colusa;CA;95932;2400;9;http://www.countyofcolusa.org/transit;;076108620;;;;;;;;;6;;6;;;Tier II;;;  
9R02-91116;9R02-055;Alpine County Local Transportation Commission;;;Rural Reporter;Rural;City, County or Local Government Unit or Department of Transportation;9R02;California Department of Transportation;Rural General Public Transit;30/06/2020;31/10/2020;99 Water St;;;Markleeville;CA;96120;000;9;http://www.alpinecountyca.gov/index.aspx?NID=159;;004939302;;;;;;;;;2;;2;;;Tier II;;;  
9R02-91119;9R02-005;Plumas County Transportation Commission;PCTC;;Rural Reporter;Rural;City, County or Local Government Unit or Department of Transportation;9R02;California Department of Transportation;Rural General Public Transit;30/06/2020;31/10/2020;1834 E Main St;;;Quincy;CA;95971;9795;9;http://www.countyofplumas.com/;;781990965;;;;;;;;;;3;3;;;Tier II;;;  
9R02-91120;9R02-029;City of Shafter;;Shafter Dial-A-Ride;Rural Reporter;Rural;City, County or Local Government Unit or Department of Transportation;9R02;California Department of Transportation;Rural General Public Transit;30/06/2020;31/10/2020;336 Pacific Ave;;;Shafter;CA;93263;2047;9;http://www.shafter.com/;;040349144;;;;;;;;;9;;9;;;Tier II;;;  
9R02-99426;9R02-028;Wasco, City of;;;Rural Reporter;Rural;City, County or Local Government Unit or Department of Transportation;9R02;California Department of Transportation;Rural General Public Transit;30/06/2020;31/10/2020;764 E St;;;Wasco;CA;93280;1930;9;http://www.ci.wasco.ca.us/;;084387765;;;;;;;;;2;;2;;;Tier II;;;  
9R02-99438;;County of Shasta Department of Public Works;;;Rural Reporter;Rural;City, County or Local Government Unit or Department of Transportation;9R02;California Department of Transportation;Rural General Public Transit;30/06/2020;31/10/2020;1855 Placer St;;;Redding;CA;96001;1770;9;https://www.co.shasta.ca.us/index/pw_index/rural-transit;;155688864;;;;;;;;;;;;;;Tier II;;;  
9R02-99442;;Calaveras Transit Agency;;;Rural Reporter;Rural;Independent Public Agency or Authority of Transit Service;9R02;California Department of Transportation;Rural General Public Transit;30/06/2020;31/10/2020;444 E Saint Charles St Ste A;;PO Box 280;San Andreas;CA;95249;;9;http://calaverasconnect.org/;;101497027;;;;;;;;;;6;6;;;Tier II;;;  
9R02-99454;;Palo Verde Valley Transit Agency;;;Rural Reporter;Rural;Independent Public Agency or Authority of Transit Service;9R02;California Department of Transportation;Rural General Public Transit;30/06/2020;31/10/2020;415 N Main Street;;;Blythe;CA;92225;;9;www.pvvta.com;;082223657;;;;;;;;;;6;6;;;Tier II;;;  
9R03;9R03;Hawaii Department of Transportation;HDOT;;State Reporter;Rural;;;;;30/06/2020;31/10/2020;869 Punchbowl St Rm 509;200 Rodgers Blvd;;Honolulu;HI;96813;5003;9;http://hidot.hawaii.gov/;1623;824671465;;;;;;;;;;;;;;N/A - Group Plan Sponsor;4;3; $23.032 
9R03-90237;9R03-004;County of Kaua'i - Transportation Agency;;;Rural Reporter;Rural;City, County or Local Government Unit or Department of Transportation;9R03;Hawaii Department of Transportation;Rural General Public Transit;30/06/2020;31/10/2020;4444 Rice St Ste 280;;;Lihue;HI;96766;1328;9;http://www.kauai.gov/transportation;;113218945;;;;;;;;;48;;48;;;Tier II;;;  
9R03-91080;9R03-002;County of Hawaii Mass Transit Agency;;;Rural Reporter;Rural;City, County or Local Government Unit or Department of Transportation;9R03;Hawaii Department of Transportation;Rural General Public Transit;30/06/2020;31/10/2020;25 Aupuni Street;;;Hilo;HI;96720;;9;http://heleonbus.org/;;030698257;;;;;;;;;20;42;62;;;Tier II;;;  
9R04;9R04;Nevada Department of Transportation;NDOT;;State Reporter;Rural;;;;;30/09/2020;31/01/2021;1263 S Stewart St Rm 201;;;Carson City;NV;89712;0001;9;http://www.nevadadot.com/;1625;824695720;;;;;;;;;;;;;;N/A - Group Plan Sponsor;17;12; $362.408 
9R04-91022;9R04-005;Lincoln County Transportation;LINC;;Rural Reporter;Rural;City, County or Local Government Unit or Department of Transportation;9R04;Nevada Department of Transportation;Rural General Public Transit;30/09/2020;31/01/2021;1 Main St;;508;Pioche;NV;89043;4200;9;http://www.lincolncountynv.org;1625;041673419;;;;;;;;;3;;3;;;Tier II;;;  
9R04-91023;9R04-017;Humboldt County;HCSC;Senior Citizens of Humboldt County, Inc;Rural Reporter;Rural;City, County or Local Government Unit or Department of Transportation;9R04;Nevada Department of Transportation;Rural General Public Transit;30/09/2020;31/01/2021;50 W 5Th St;;;Winnemucca;NV;89445;3150;9;http://www.hcnv.us;1625;076130863;;;;;;;;;4;;4;;;Tier II;;;  
9R04-91029;9R04-010;Nye County Senior Nutrition;NCSN;;Rural Reporter;Rural;City, County or Local Government Unit or Department of Transportation;9R04;Nevada Department of Transportation;Rural General Public Transit;30/09/2020;31/01/2021;101 Radar Rd;;392;Tonopah;NV;89049;000;9;http://www.nyecounty.net;1625;064813926;3.484;27.335;;;;;;;13;;13;;;Tier II;;;  
9R04-91061;9R04-032;Elko County;ELKO;;Rural Reporter;Rural;City, County or Local Government Unit or Department of Transportation;9R04;Nevada Department of Transportation;Rural General Public Transit;30/09/2020;31/01/2021;540 Court St;;;Elko;NV;89801;3573;9;www.getmyrideelko.com;1625;097761209;20;5.843;;;;;;;8;11;19;;;Tier II;;;  
9R04-91064;9R04-006;Douglas Area Rural Transit;DART;;Rural Reporter;Rural;City, County or Local Government Unit or Department of Transportation;9R04;Nevada Department of Transportation;Rural General Public Transit;30/09/2020;31/01/2021;1594 Esmeralda Ave, #105;;;Minden;NV;89423;;9;www.douglascountynv.gov;1625;010984979;;;;;;;;;15;;15;1;0;Tier II;;;  
9R04-91072;9R04-036;SNTC-Laughlin;SNLA;;Rural Reporter;Rural;Private-Non-Profit Corporation;9R04;Nevada Department of Transportation;Rural General Public Transit;30/09/2020;31/01/2021;260 East Laughlin Civic Dr;;;Laughlin;NV;89029;1500;9;http://www.sntc.net;1625;127357064;;;;;;;;;12;;12;;;Tier II;;;  
9R04-91099;9R04-033;White Pine - Ely Bus;;Ely Bus;Rural Reporter;Rural;City, County or Local Government Unit or Department of Transportation;9R04;Nevada Department of Transportation;Rural General Public Transit;30/09/2020;31/01/2021;801 Clark St Ste 2;;;Ely;NV;89301;1995;9;http://www.whitepinecounty.net;1625;115057080;;;;;;;;;4;4;8;;;Tier II;;;  
9R04-91100;9R04-035;SNTC - Boulder City;SNBC;;Rural Reporter;Rural;Private-Non-Profit Corporation;9R04;Nevada Department of Transportation;Rural General Public Transit;30/09/2020;31/01/2021;260 East Laughlin Civic Dr;;;Laughlin;NV;89029;1500;9;http://www.sntc.net;1625;127357064;;;;;;;;;7;;7;;;Tier II;;;  
9R04-91103;9R04-002;Churchill Area Regional Transit;CART;;Rural Reporter;Rural;City, County or Local Government Unit or Department of Transportation;9R04;Nevada Department of Transportation;Rural General Public Transit;30/09/2020;31/01/2021;310 Court St;;;Fallon;NV;89406;3449;9;http://www.cart4aride.com;1625;361780419;;;;;;;;;10;;10;;;Tier II;;;  
9R04-91107;9R04-037;SNTC-Mesquite;SNMQ;;Rural Reporter;Rural;Private-Non-Profit Corporation;9R04;Nevada Department of Transportation;Rural General Public Transit;30/09/2020;31/01/2021;260 East Laughlin Civic Dr;;;Laughlin;NV;89029;1500;9;http://www.sntc.net;1625;127357064;;;;;;;;;6;;6;;;Tier II;;;  
9R04-91113;9R04-012;Lyon County Human Services;LYON;;Rural Reporter;Rural;City, County or Local Government Unit or Department of Transportation;9R04;Nevada Department of Transportation;Rural General Public Transit;30/09/2020;31/01/2021;27 S Main St;;;Yerington;NV;89447;2571;9;http://www.lyon-county.org;1625;071540355;;;;;;;;;12;;12;;;Tier II;;;  
9R04-99430;;Pahrump Senior Center, Inc.;;;Rural Reporter;Rural;Private-Non-Profit Corporation;9R04;Nevada Department of Transportation;Rural General Public Transit;30/09/2020;31/01/2021;1370 W Basin Ave;;;Pahrump;NV;89060;4501;9;http://pahrumpseniorcenter.org;1625;167255140;;;;;;;;;12;;12;;;Tier II;;;  
9R05;9R05;Government of Guam - Guam Regional Transit Authority;GRTA;;State Reporter;Rural;;;;;30/09/2020;31/01/2021;542 North Marine Corps Dr;;;Upper Tumon;GU;96913;4111;9;http://www.grta.guam.gov/;1641;855025297;;;;;;;;;;;;;;N/A - Group Plan Sponsor;19;19; $95.832 
9R05-90999;9R05-001;Government of Guam-Guam Regional Transit Authority;GRTA;Guam Public Transit System;Rural Reporter;Rural;State Government Unit or Department of Transportation;9R05;Government of Guam - Guam Regional Transit Authority;Rural General Public Transit;30/09/2020;31/01/2021;542 North Marine Corps Dr;;;Upper Tumon;GU;96913;4111;9;http://grta.guam.gov;1641;855025297;;;;;;;;;7;15;22;;;Tier II;;;  
9R06;9R06;American Samoa Department of Public Works;ASDPW;;State Reporter;Rural;;;;;30/09/2020;31/01/2021;Tafuna Industrial Park Dpw Co;MPLEX;;Pago Pago;AS;96799;0001;9;http://www.americansamoa.gov/;2161;854993297;;;;;;;;;;;;;;N/A - Group Plan Sponsor;3;3; $227.117 
9R06-91004;9R06-001;Port of Administration Authority;;;Rural Reporter;Rural;State Government Unit or Department of Transportation;9R06;American Samoa Department of Public Works;Rural General Public Transit;30/09/2020;31/01/2021;Tafuna Industrial Park Dpw Co;MPLEX;639;Pago Pago;AS;96799;0001;9;http://www.americansamoa.gov;;854993297;;;;;;;;;1;;1;;;Tier II;;;  
9R06-99434;;American Samoa Government Dept. of Public Works;;;Rural Reporter;Rural;State Government Unit or Department of Transportation;9R06;American Samoa Department of Public Works;Rural General Public Transit;30/09/2020;31/01/2021;Tafuna Industrial Park Dpw Co;MPLEX;;Pago Pago;AS;96799;0001;9;https://www.dialaride.as/;2161;854993297;;;;;;;;;7;;7;;;Tier II;;;  
9R08;9R08;Northern Marianas - Commonwealth Office of Transit Authority;COTA;;State Reporter;Rural;;;;;30/09/2020;31/01/2021;Isa Drive First Floor Adminis;Tration Building;;Saipan;MP;96950;;9;http://www.COTA.gov.mp/;7196;854858263;;;;;;;;;;;;;;N/A - Group Plan Sponsor;1;1; $170.178 
9R08-91045;9R08-001;COTA;COTA;;Rural Reporter;Rural;State Government Unit or Department of Transportation;9R08;Northern Marianas - Commonwealth Office of Transit Authority;Rural General Public Transit;30/09/2020;31/01/2021;Isa Drive First Floor Adminis;Tration Building;;Saipan;MP;96950;000;9;http://www.COTA.gov.mp;;854858263;;;;;;;;;5;;5;;;Tier II;;;  
A0001;;Atlanta Regional Commission;ARC;;Group Plan Sponsor;Asset;MPO, COG or Other Planning Agency;;;;31/12/2020;30/04/2021;40 Courtland Street, Ne;;;Atlanta;GA;30303;;4;http://www.atlantaregional.com/;;075863845;;;;;;;;;;;;;;N/A - Group Plan Sponsor;;;  
A0002;;Stark Area Regional Transit Authority;SARTA;;Group Plan Sponsor;Asset;Independent Public Agency or Authority of Transit Service;;;;31/12/2020;30/04/2021;1600 Gateway Boulevard, S. E.;;;Canton;OH;44707;;5;http://www.sartaonline.com/;;077784890;;;;;;;;;;;;;;N/A - Group Plan Sponsor;;;  
A0002-55329;;ABCD, Inc.;;;Reduced Asset Reporter;Asset;Private-Non-Profit Corporation;A0002;Stark Area Regional Transit Authority;Asset Subrecipient;31/12/2020;30/04/2021;1225 Gross Ave Ne;;;Canton;OH;44705;1605;5;theabcdinc.com;1226;084501915;;;;;;;;;;;;;;Tier II;;;  
A0003;;Los Angeles County Metropolitan Transportation Authority ;LACMTA;;Group Plan Sponsor;Asset;Independent Public Agency or Authority of Transit Service;;;;30/06/2020;31/10/2020;One Gateway Plaza;;;Los Angeles;CA;90012;;9;http://www.metro.net/;;044055523;;;;;;;;;;;;;;N/A - Group Plan Sponsor;;;  
A0003-99443;;City of South El Monte;;;Reduced Asset Reporter;Asset;City, County or Local Government Unit or Department of Transportation;A0003;Los Angeles County Metropolitan Transportation Authority ;Asset Subrecipient;30/06/2020;31/10/2020;1415 Santa Anita Ave;;;South El Monte;CA;91733;3311;9;http://www.ci.south-el-monte.ca.us/;5566;083009647;;;;;;;;;;;;;;Tier II;;;  
A0003-99444;;Bob Hope Airport;BUR;Hollywood Burbank Airport;Reduced Asset Reporter;Asset;Other;A0003;Los Angeles County Metropolitan Transportation Authority ;Asset Subrecipient;30/06/2020;31/10/2020;2627 N Hollywood Way;;;Burbank;CA;91505;1062;9;www.hollywoodburbankairport.com;5566;126078450;;;;;;;;;;;;;;Tier II;;;  
A0003-99445;;City of La Habra Heights;;;Reduced Asset Reporter;Asset;City, County or Local Government Unit or Department of Transportation;A0003;Los Angeles County Metropolitan Transportation Authority ;Asset Subrecipient;30/06/2020;31/10/2020;1245 N Hacienda Rd;;;La Habra Heights;CA;90631;8366;9;www.Lhhcity.org;5566;169318987;;;;;;;;;;;;;;Tier II;;;  
A0003-99446;;Playa Vista Parks and Landscape Corp.;PVPAL;;Reduced Asset Reporter;Asset;Other;A0003;Los Angeles County Metropolitan Transportation Authority ;Asset Subrecipient;30/06/2020;31/10/2020;6200 Playa Vista Dr. ;;;Playa Vista;CA;90094;;9;playavista.com;5566;030611060;;;;;;;;;;;;;;Tier II;;;  
A0003-99447;;City of Sierra Madre;;;Reduced Asset Reporter;Asset;City, County or Local Government Unit or Department of Transportation;A0003;Los Angeles County Metropolitan Transportation Authority ;Asset Subrecipient;30/06/2020;31/10/2020;232 W Sierra Madre Blvd;;;Sierra Madre;CA;91024;2312;9;www.cityofsierramadre.com;5566;004947388;;;;;;;;;;;;;;Tier II;;;  
A0003-99448;;City of Palmdale;;;Reduced Asset Reporter;Asset;City, County or Local Government Unit or Department of Transportation;A0003;Los Angeles County Metropolitan Transportation Authority ;Asset Subrecipient;30/06/2020;31/10/2020;38300 Sierra Hwy;;;Palmdale;CA;93550;4611;9;https://www.cityofpalmdale.org/;5566;152817664;;;;;;;;;;;;;;Tier II;;;  
A0003-99449;;City of El Segundo;;;Reduced Asset Reporter;Asset;City, County or Local Government Unit or Department of Transportation;A0003;Los Angeles County Metropolitan Transportation Authority ;Asset Subrecipient;30/06/2020;31/10/2020;350 Main St;;;El Segundo;CA;90245;3813;9;https://www.elsegundo.org/;5566;077264679;;;;;;;;;;;;;;Tier II;;;  
A0003-99450;;City of Hawaiian Gardens;;;Reduced Asset Reporter;Asset;City, County or Local Government Unit or Department of Transportation;A0003;Los Angeles County Metropolitan Transportation Authority ;Asset Subrecipient;30/06/2020;31/10/2020;21815 Pioneer Blvd;;;Hawaiian Gardens;CA;90716;1299;9;https://hgcity.org/hg/;5566;095634481;;;;;;;;;;;;;;Tier II;;;  
A0003-99451;;City of San Fernando;;;Reduced Asset Reporter;Asset;City, County or Local Government Unit or Department of Transportation;A0003;Los Angeles County Metropolitan Transportation Authority ;Asset Subrecipient;30/06/2020;31/10/2020;117 Macneil St;;;San Fernando;CA;91340;2911;9;http://ci.san-fernando.ca.us/getting-around/;5566;080073893;;;;;;;;;;;;;;Tier II;;;  
A0004;;Valley Regional Transit;VRT;;Group Plan Sponsor;Asset;Independent Public Agency or Authority of Transit Service;;;;30/09/2020;31/01/2021;700 Ne 2Nd St Ste 100;Suite 100;;Meridian;ID;83642;2672;10;http://www.valleyregionaltransit.org/;;139758973;;;;;;;;;;;;;;N/A - Group Plan Sponsor;;;  
A0005;;Ventura Intercity Service Transit Authority;VISTA;;Group Plan Sponsor;Asset;Independent Public Agency or Authority of Transit Service;;;;30/06/2020;31/10/2020;751 E Daily Dr Ste 420;Suite 207;;Camarillo;CA;93010;6076;9;http://www.goventura.org/;;100848303;;;;;;;;;;;;;;N/A - Group Plan Sponsor;;;  
A0008;;Kern Regional Transit;KT;;Group Plan Sponsor;Asset;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;2700 M St Ste 400;Suite 400;;Bakersfield;CA;93301;2375;9;http://kerntransit.org/;;102541443;;;;;;;;;;;;;;N/A - Group Plan Sponsor;;;  
A0009;;Humboldt Transit Authority;HTA;;Group Plan Sponsor;Asset;Independent Public Agency or Authority of Transit Service;;;;30/06/2020;31/10/2020;133 V St;;;Eureka;CA;95501;0844;9;http://www.hta.org/;;050506997;;;;;;;;;;;;;;N/A - Group Plan Sponsor;;;  
A0010;;VIA Metropolitan Transit;VIA;;Group Plan Sponsor;Asset;Independent Public Agency or Authority of Transit Service;;;;30/09/2020;31/01/2021;800 West Myrtle;;12489;San Antonio;TX;78212;;6;http://www.viainfo.net/;;049753494;;;;;;;;;;;;;;N/A - Group Plan Sponsor;;;  
